Geneid,SRR31110490,SRR31110491,SRR31110500,SRR31110501,SRR31110510,SRR31110511,SRR31110520,SRR31110521,SRR31110528,SRR31110533,SRR31110538,SRR31110543
ENSG00000167656,0,0,18,9,4,0,0,0,0,24,2,1
ENSG00000288067,1,0,27,6,0,0,0,1,30,8,2,3
ENSG00000140396,1725,1601,509,290,1770,751,1297,2353,2239,717,1291,1527
ENSG00000042832,45,67,123,81,17,13,48,58,24,248,11,101
ENSG00000253407,1,0,4,4,0,0,0,8,2,15,0,8
ENSG00000164764,38,57,36,17,21,14,37,52,61,37,18,59
ENSG00000253672,0,0,0,0,0,0,0,0,0,0,0,2
ENSG00000241105,0,2,12,14,0,0,0,0,2,8,0,4
ENSG00000241204,0,0,2,0,1,0,0,1,0,6,0,1
ENSG00000104499,3,5,8,4,2,0,3,5,0,9,0,4
ENSG00000271113,2,6,6,4,0,0,6,4,0,2,0,0
ENSG00000253143,0,1,0,0,0,0,0,0,0,2,0,0
ENSG00000253156,5,4,8,5,0,0,2,9,2,2,0,0
ENSG00000270137,1,10,2,2,7,0,8,4,8,6,4,6
ENSG00000253728,0,0,0,0,0,0,0,1,0,6,0,0
ENSG00000197353,1,0,11,5,2,0,0,0,1,25,0,2
ENSG00000283992,0,0,5,2,0,2,0,5,0,5,2,0
ENSG00000179142,2,2,14,18,3,3,0,2,0,51,0,13
ENSG00000253627,0,0,4,3,0,0,0,0,4,8,0,3
ENSG00000277576,0,0,4,0,0,0,0,0,0,2,0,4
ENSG00000253421,0,0,6,0,0,2,2,0,0,1,0,2
ENSG00000147655,18,44,42,28,405,115,32,34,169,44,348,38
ENSG00000253715,0,0,2,4,0,0,0,0,3,0,0,2
ENSG00000240237,0,0,0,2,0,0,0,1,0,4,0,0
ENSG00000126233,4,0,7,1,1,0,4,4,0,15,0,4
ENSG00000223697,14,11,1,1,5,1,9,19,5,6,6,8
ENSG00000271240,0,0,3,4,0,0,0,0,0,6,0,0
ENSG00000155897,208,228,122,60,174,94,153,285,350,203,158,481
ENSG00000253259,13,8,6,0,9,0,12,11,16,10,4,13
ENSG00000254249,0,0,0,1,0,0,2,0,0,6,0,0
ENSG00000180155,1543,1417,807,458,1100,355,1115,2048,1044,516,855,627
ENSG00000284505,0,2,0,0,1,2,2,2,0,3,2,4
ENSG00000178764,482,462,247,173,549,201,300,540,625,345,280,661
ENSG00000286266,2,3,35,10,0,0,0,5,0,35,2,8
ENSG00000259631,3,1,3,9,0,0,0,1,2,24,0,4
ENSG00000206144,2,4,11,3,0,0,0,0,0,8,2,10
ENSG00000254227,0,0,0,0,0,0,0,0,2,0,0,0
ENSG00000271560,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000147604,866,872,216,110,1180,486,676,1261,1043,453,535,1134
ENSG00000104324,216,220,60,39,186,58,175,287,406,116,117,353
ENSG00000136986,255,194,93,53,285,121,201,304,296,102,100,172
ENSG00000253607,2,2,2,2,2,3,2,6,8,9,0,2
ENSG00000066855,120,132,44,39,135,57,125,154,228,51,112,206
ENSG00000255000,8,8,2,2,4,4,8,12,7,2,4,2
ENSG00000250563,0,0,3,8,0,0,0,0,0,7,0,0
ENSG00000253668,0,0,1,3,0,0,0,0,0,2,0,1
ENSG00000253841,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000164796,1481,1477,493,312,1969,865,1181,1999,1490,208,1086,657
ENSG00000254348,1,2,6,2,15,8,10,6,4,2,2,3
ENSG00000130193,54,45,95,52,97,38,39,56,82,53,57,67
ENSG00000164929,1464,1241,688,438,1675,659,1038,1775,1273,923,1163,1200
ENSG00000253949,0,0,0,0,0,0,0,0,0,2,0,2
ENSG00000172164,221,216,67,35,157,38,175,337,154,136,49,308
ENSG00000047249,668,680,120,72,1041,392,505,1007,1131,155,374,366
ENSG00000254183,0,0,10,4,0,0,4,2,0,14,0,2
ENSG00000255206,6,7,9,7,4,0,3,8,16,13,16,21
ENSG00000286946,20,35,14,2,26,12,20,34,26,4,21,13
ENSG00000254150,3,0,2,1,0,0,0,2,0,2,0,0
ENSG00000248720,0,0,2,4,0,0,0,0,0,2,0,0
ENSG00000250290,5,10,8,0,3,0,4,5,0,16,2,4
ENSG00000240919,0,0,1,2,0,0,1,0,2,2,0,3
ENSG00000181195,0,1,10,6,12,2,2,0,0,20,19,17
ENSG00000287479,2,3,23,6,0,0,2,0,0,25,0,6
ENSG00000182307,308,262,142,90,259,106,222,348,279,235,137,273
ENSG00000272037,29,45,17,11,44,24,37,51,53,16,26,48
ENSG00000240870,0,1,20,8,0,0,0,1,0,10,0,2
ENSG00000156795,101,110,47,43,73,33,95,137,139,50,54,108
ENSG00000254241,23,23,5,6,8,0,8,20,43,6,7,23
ENSG00000104332,146,164,56,37,158,80,118,198,316,48,88,379
ENSG00000147573,0,2,20,13,2,0,0,0,0,37,2,9
ENSG00000147571,2,0,7,4,4,0,0,0,6,8,0,5
ENSG00000253107,8,0,6,0,2,2,0,2,0,4,0,0
ENSG00000170961,18,18,25,12,10,8,7,16,15,26,0,28
ENSG00000254388,6,4,2,2,10,4,4,2,12,2,2,2
ENSG00000253956,13,0,2,2,7,4,2,7,4,4,0,1
ENSG00000156802,233,231,113,59,443,172,173,286,291,134,286,220
ENSG00000239872,1,3,4,2,0,0,0,2,0,4,0,0
ENSG00000222589,0,0,0,0,0,0,0,0,0,0,0,2
ENSG00000242079,0,0,0,0,0,0,0,0,0,2,0,2
ENSG00000206661,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000222546,5,3,0,0,5,0,7,2,5,0,4,2
ENSG00000264092,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000207027,0,0,3,0,0,0,0,0,1,0,0,2
ENSG00000201761,0,0,0,0,0,0,0,2,2,0,0,2
ENSG00000252264,0,0,0,0,0,0,0,0,0,2,0,1
ENSG00000206950,0,0,0,0,0,0,1,2,0,1,0,0
ENSG00000252035,0,0,0,0,0,0,0,0,0,2,2,0
ENSG00000199127,0,0,0,0,0,0,0,0,0,0,2,0
ENSG00000252067,0,0,0,0,0,0,0,0,0,0,0,3
ENSG00000264788,0,1,0,0,0,0,2,0,0,4,0,2
ENSG00000240189,0,0,2,6,0,0,0,0,0,1,0,2
ENSG00000239175,0,0,0,0,0,0,1,0,0,2,0,0
ENSG00000200719,11,0,0,0,7,6,3,8,9,3,16,9
ENSG00000252505,0,0,2,0,0,0,0,0,0,0,0,0
ENSG00000221616,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000199620,1,0,0,2,0,0,0,1,0,0,0,0
ENSG00000263794,2,0,4,2,0,0,0,0,0,4,0,0
ENSG00000252735,0,0,0,0,0,0,0,1,0,0,0,2
ENSG00000206871,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000238936,0,0,0,0,0,0,1,2,0,0,0,0
ENSG00000276685,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000252710,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000222099,0,0,4,2,0,0,0,2,1,4,0,0
ENSG00000206867,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000239039,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000277418,0,0,0,0,0,0,0,0,0,0,0,2
ENSG00000199640,0,0,3,5,0,0,0,2,0,3,0,0
ENSG00000201316,0,0,0,0,0,0,0,0,0,0,0,1
ENSG00000263372,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000206852,0,0,2,0,0,0,0,0,0,0,0,4
ENSG00000200986,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000201763,0,0,0,0,0,0,0,0,0,0,0,2
ENSG00000202265,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000206975,2,2,0,0,11,4,0,8,4,0,10,4
ENSG00000239580,0,0,2,0,0,0,0,0,0,2,0,0
ENSG00000252210,0,1,0,0,4,0,2,3,0,0,0,1
ENSG00000212473,0,0,0,0,0,0,0,0,0,2,0,0
ENSG00000200714,1,4,4,2,4,3,9,9,12,2,5,6
ENSG00000222205,0,0,0,0,0,0,0,0,0,2,0,0
ENSG00000206853,0,0,0,1,0,0,0,0,0,0,0,0
ENSG00000222889,0,0,1,0,3,0,0,0,0,4,0,2
ENSG00000277740,4,0,2,0,1,2,0,0,0,2,0,2
ENSG00000207816,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000243532,0,0,1,0,0,0,1,0,1,0,0,4
ENSG00000252594,0,0,0,2,0,0,0,0,0,0,0,0
ENSG00000275128,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000223220,0,2,0,1,3,2,0,0,5,0,2,1
ENSG00000252509,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000206649,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000239184,3,7,0,0,0,0,1,3,2,0,0,2
ENSG00000223293,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000222231,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000251904,0,0,0,0,1,0,0,0,0,2,0,0
ENSG00000277063,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000265588,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000207036,0,0,0,0,1,0,0,1,0,0,0,0
ENSG00000206701,2,2,0,0,6,2,3,5,0,0,4,0
ENSG00000202095,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000202112,0,0,1,1,0,0,0,0,2,0,0,0
ENSG00000284288,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000242315,0,0,0,0,0,0,0,1,0,4,0,0
ENSG00000252935,5,0,0,2,2,0,5,0,0,0,0,0
ENSG00000252755,3,4,0,2,3,3,2,4,2,0,3,0
ENSG00000207215,0,0,6,0,0,0,0,0,0,2,0,0
ENSG00000222416,2,0,0,0,0,0,0,12,0,0,0,0
ENSG00000207378,0,1,0,2,0,0,0,1,0,2,2,5
ENSG00000241550,0,0,0,0,0,0,0,0,0,9,0,0
ENSG00000276673,0,2,6,2,2,0,0,0,0,4,0,2
ENSG00000207067,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000202310,0,0,0,0,2,0,0,0,0,0,0,4
ENSG00000199667,1,1,0,0,7,4,0,6,9,0,2,4
ENSG00000212414,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000221387,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000202399,2,0,0,0,0,0,0,0,0,0,0,0
ENSG00000221753,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000252558,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000252593,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000206719,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000266756,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000275041,0,0,2,0,0,0,0,0,0,2,0,0
ENSG00000200806,0,0,4,2,0,0,0,0,4,0,0,1
ENSG00000199450,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000207334,3,0,0,0,42,10,5,0,8,4,10,8
ENSG00000206776,0,0,0,0,0,1,0,1,0,3,0,0
ENSG00000251840,0,0,2,0,0,0,0,0,0,2,0,0
ENSG00000239115,2,0,2,1,3,0,1,3,0,0,0,0
ENSG00000244033,0,0,1,1,0,0,0,2,0,2,0,0
ENSG00000240151,2,0,3,2,0,0,2,0,0,1,0,0
ENSG00000238399,0,2,0,0,0,2,0,1,0,0,1,0
ENSG00000201782,0,0,10,2,1,0,0,0,6,4,0,0
ENSG00000252297,0,2,0,0,0,0,0,0,0,0,0,0
ENSG00000276479,0,0,1,1,1,0,0,0,0,0,0,0
ENSG00000283172,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000252158,0,0,2,0,0,0,0,0,0,0,0,0
ENSG00000252852,1,0,0,1,0,0,1,1,0,0,0,0
ENSG00000207704,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000222795,0,0,0,0,0,0,0,0,0,2,0,0
ENSG00000199732,0,0,1,0,0,2,0,0,0,0,7,1
ENSG00000238372,0,0,0,0,8,2,0,0,2,4,2,0
ENSG00000278374,0,4,2,2,0,1,3,1,3,1,2,0
ENSG00000222146,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000276961,0,0,0,1,3,0,0,0,0,1,0,0
ENSG00000266712,1,0,0,0,1,0,0,2,0,0,0,0
ENSG00000221261,0,0,6,0,2,0,0,0,0,0,0,2
ENSG00000221768,0,0,0,0,0,0,0,0,0,2,0,0
ENSG00000206695,0,0,4,4,0,0,0,0,0,0,0,0
ENSG00000271555,6,4,0,0,4,1,3,2,2,0,2,0
ENSG00000288611,1,2,32,20,24,4,0,3,2,30,2,22
ENSG00000248911,0,0,10,6,0,0,0,0,0,8,0,0
ENSG00000147535,182,142,53,56,213,100,131,203,167,135,124,193
ENSG00000147548,2517,2224,678,449,3669,1476,1840,3300,3457,934,2329,2474
ENSG00000255487,1,10,0,0,2,3,3,10,4,1,1,1
ENSG00000254898,3,1,0,0,0,0,0,3,0,2,3,0
ENSG00000272092,2,6,16,16,20,12,13,14,12,17,14,20
ENSG00000253570,2,0,10,4,1,0,0,0,4,4,2,0
ENSG00000207258,4,0,13,4,4,4,0,3,11,28,6,5
ENSG00000250733,0,18,17,12,3,2,2,2,16,34,3,13
ENSG00000278324,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000221771,0,0,1,0,0,0,0,0,0,3,0,1
ENSG00000207110,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000283200,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000278275,2,0,6,5,8,3,1,2,2,9,7,12
ENSG00000222501,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000221176,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000280055,12,5,12,21,20,6,6,11,10,31,22,18
ENSG00000269954,0,0,18,12,2,0,0,0,2,23,2,17
ENSG00000170983,0,0,45,27,0,0,0,2,0,40,0,4
ENSG00000255144,0,2,1,0,0,0,0,0,0,0,0,0
ENSG00000199985,0,0,0,0,0,0,0,0,0,2,0,0
ENSG00000274489,0,0,8,4,0,0,0,0,0,15,0,8
ENSG00000243503,0,0,12,2,0,0,0,0,2,4,0,0
ENSG00000254238,0,0,1,2,2,0,0,0,0,2,2,0
ENSG00000253712,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000253229,0,0,4,4,0,0,0,0,0,8,0,0
ENSG00000254023,0,0,0,2,0,0,0,0,0,10,0,2
ENSG00000104415,11,8,49,24,14,6,5,6,13,44,11,22
ENSG00000243537,1,1,4,0,0,0,0,0,0,11,3,4
ENSG00000253638,0,2,3,5,0,0,0,2,0,4,2,1
ENSG00000160882,12,2,28,38,3,3,4,7,0,30,0,23
ENSG00000129696,38,54,30,20,61,23,26,58,77,48,40,27
ENSG00000205268,317,335,79,50,347,148,249,551,609,116,307,488
ENSG00000104450,168,151,41,58,119,67,140,253,133,58,96,251
ENSG00000104435,1803,1723,132,86,2373,965,1428,2363,3735,102,1642,340
ENSG00000154328,143,118,67,54,216,89,70,178,151,149,99,153
ENSG00000104369,258,235,185,118,435,159,201,307,387,70,207,99
ENSG00000207417,12,5,0,0,16,3,2,9,15,4,5,9
ENSG00000266502,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000283505,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000253341,18,8,6,4,62,12,10,24,50,14,28,25
ENSG00000283188,0,5,0,0,2,0,2,5,0,1,2,3
ENSG00000253777,4,0,0,0,2,0,2,2,6,2,2,0
ENSG00000104760,5,8,16,4,15,8,4,8,21,30,8,26
ENSG00000253215,0,0,2,2,0,0,0,0,0,0,0,0
ENSG00000104763,942,933,153,108,950,450,823,1420,1915,298,604,1311
ENSG00000253384,2,0,0,0,0,0,0,1,4,0,2,0
ENSG00000254015,0,0,5,4,0,0,0,0,0,0,0,0
ENSG00000237810,4,6,19,6,0,0,8,6,0,18,0,10
ENSG00000254050,16,6,5,5,4,0,5,14,2,6,4,7
ENSG00000253975,15,19,26,7,12,4,16,19,4,28,2,23
ENSG00000287105,52,37,25,17,9,6,32,52,10,35,6,37
ENSG00000253517,14,16,46,24,6,2,12,26,2,30,4,23
ENSG00000253431,4,2,3,3,5,0,3,9,8,19,4,6
ENSG00000240915,2,1,0,2,1,0,1,0,6,2,0,2
ENSG00000253121,2,2,6,6,2,2,10,6,3,2,0,0
ENSG00000137561,34,36,19,10,19,11,39,61,20,19,6,58
ENSG00000253555,4,6,6,0,6,0,0,4,2,8,4,2
ENSG00000185728,714,638,140,96,711,307,543,840,736,221,369,529
ENSG00000261542,12,16,10,6,18,6,10,12,24,2,10,0
ENSG00000241964,0,0,4,0,0,0,0,0,2,0,0,0
ENSG00000137558,189,192,25,14,71,18,141,272,113,24,44,256
ENSG00000254043,0,0,0,1,0,0,0,0,0,2,0,0
ENSG00000104381,1419,1357,258,128,1448,651,1085,1800,1842,308,1182,824
ENSG00000277586,1771,1749,363,236,4732,1971,1319,2212,8169,151,4226,403
ENSG00000283327,0,0,0,0,0,0,0,0,5,1,0,0
ENSG00000253225,0,0,0,0,0,0,0,0,0,0,0,2
ENSG00000222755,0,0,0,0,0,0,0,0,3,6,0,3
ENSG00000263763,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000224110,0,0,8,6,0,0,0,0,0,2,0,4
ENSG00000284054,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000260428,4,0,15,5,22,4,4,6,7,18,8,12
ENSG00000185122,154,148,255,150,398,132,123,254,299,321,236,296
ENSG00000185000,77,67,80,51,171,94,57,97,141,101,128,134
ENSG00000254690,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000284229,0,0,0,0,0,0,0,0,0,1,0,0
ENSG00000261678,171,181,210,120,617,245,152,229,477,166,1022,105
ENSG00000271698,0,0,0,0,0,0,0,0,0,1,0,0
ENSG00000182325,18,9,31,23,61,12,22,27,31,27,32,36
ENSG00000173137,1,14,47,20,55,22,13,18,25,62,30,41
ENSG00000071894,340,305,196,115,650,237,193,368,597,302,515,362
ENSG00000284310,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000284139,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000283770,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000272115,0,0,3,3,0,0,0,0,0,6,0,2
ENSG00000147804,6,10,41,40,43,15,1,15,17,98,33,51
ENSG00000160948,167,157,89,59,356,130,114,201,286,218,224,258
ENSG00000261236,113,96,106,73,346,127,73,124,174,152,231,124
ENSG00000185803,15,32,40,16,40,11,30,24,36,75,35,49
ENSG00000171428,10,9,32,20,0,2,6,13,0,19,2,12
ENSG00000253937,2,0,2,4,0,0,0,1,0,0,0,4
ENSG00000244593,0,0,6,8,0,0,0,0,0,8,0,0
ENSG00000271654,0,0,8,0,0,0,0,0,0,8,2,0
ENSG00000250494,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000254687,0,0,8,7,0,0,0,0,4,8,0,6
ENSG00000260484,0,2,8,4,0,0,0,2,2,16,0,4
ENSG00000274295,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000022567,357,276,347,195,873,352,219,429,477,312,712,262
ENSG00000280035,14,7,26,31,32,14,6,13,13,51,17,19
ENSG00000253307,8,1,8,7,20,8,3,3,6,13,16,11
ENSG00000254019,2,2,5,5,9,9,6,7,3,19,5,4
ENSG00000254197,2,4,4,0,3,2,2,0,0,22,0,6
ENSG00000261655,10,2,35,13,5,0,4,6,0,28,0,8
ENSG00000204882,0,2,18,3,4,0,0,2,1,7,0,10
ENSG00000238854,0,0,1,4,0,0,0,0,0,2,0,0
ENSG00000253605,0,0,10,4,4,0,0,0,2,33,2,2
ENSG00000240905,0,2,0,0,0,0,0,0,0,3,0,2
ENSG00000241997,0,0,4,6,0,0,0,0,0,4,0,4
ENSG00000236814,21,12,0,2,34,23,6,16,17,10,16,14
ENSG00000238650,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000248578,1,2,4,2,0,0,1,2,0,2,0,6
ENSG00000172680,0,0,7,10,0,0,2,0,0,6,0,0
ENSG00000221093,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000181690,69,54,16,16,81,26,60,102,125,33,30,96
ENSG00000170791,161,117,42,20,176,80,70,190,165,116,78,97
ENSG00000272343,13,6,11,6,7,5,10,11,10,0,4,9
ENSG00000254216,0,0,0,0,0,0,0,0,1,2,2,2
ENSG00000104419,1555,1509,776,403,3521,1393,1234,1979,4043,1467,1922,2511
ENSG00000104447,1337,1369,419,246,1383,595,1060,1795,1089,917,776,2094
ENSG00000120910,220,197,92,43,345,132,156,311,288,149,201,282
ENSG00000254673,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000168522,404,391,98,48,491,173,300,493,527,171,248,452
ENSG00000200731,0,6,6,1,1,0,1,0,3,4,2,2
ENSG00000254198,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000165102,280,302,111,54,351,171,215,414,690,262,346,422
ENSG00000253611,2,0,0,0,2,0,0,2,0,8,0,2
ENSG00000253884,0,0,0,0,0,0,0,0,0,0,0,4
ENSG00000255166,1,0,2,0,0,0,0,2,4,5,0,0
ENSG00000253312,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000253186,0,0,2,2,0,0,0,0,0,0,0,0
ENSG00000253606,0,0,20,8,0,0,0,2,0,13,2,6
ENSG00000234713,0,0,12,0,0,0,0,0,0,2,0,0
ENSG00000253707,0,0,1,0,0,0,0,0,0,0,0,0
ENSG00000188877,0,0,8,12,2,0,0,0,2,10,0,1
ENSG00000238509,0,0,2,0,0,0,0,0,0,0,0,0
ENSG00000255497,0,0,1,1,0,0,0,2,0,4,0,0
ENSG00000254342,0,0,0,0,0,0,0,0,0,2,0,0
ENSG00000201329,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000168333,0,2,4,4,0,0,0,0,2,12,0,4
ENSG00000198010,874,760,433,245,1868,790,689,1212,979,332,1300,323
ENSG00000185900,843,897,388,242,1255,526,776,1300,1369,274,720,574
ENSG00000129292,1113,994,270,199,1105,404,814,1282,1338,344,764,853
ENSG00000136960,2034,1832,90,62,1142,427,1436,2517,4685,155,892,1999
ENSG00000165046,84,73,31,27,69,41,81,114,86,61,45,52
ENSG00000214814,4,11,63,35,16,0,5,9,18,127,2,23
ENSG00000261787,10,2,4,3,4,0,4,3,2,8,0,4
ENSG00000253223,9,20,14,4,17,4,6,7,4,40,11,29
ENSG00000121022,275,267,70,38,384,191,209,403,464,115,275,251
ENSG00000252637,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000250869,9,14,6,8,14,3,8,21,21,8,8,10
ENSG00000066777,1098,1058,303,202,1439,629,815,1401,1693,496,1065,1074
ENSG00000287214,35,22,16,12,56,28,14,49,26,38,51,43
ENSG00000181135,22,27,95,57,62,28,23,41,79,102,55,102
ENSG00000181097,12,4,35,19,16,4,2,21,24,14,8,7
ENSG00000255181,4,0,10,2,2,0,0,2,0,6,0,0
ENSG00000254574,0,0,2,10,0,0,0,0,0,2,0,2
ENSG00000181085,6,12,37,27,49,12,15,7,2,40,2,42
ENSG00000254548,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000180921,36,30,62,46,92,24,26,52,64,94,30,101
ENSG00000265660,0,0,2,2,3,0,0,0,2,4,0,4
ENSG00000254973,13,6,8,2,14,2,6,14,10,4,10,4
ENSG00000180900,176,167,230,157,472,210,117,247,345,559,271,502
ENSG00000284224,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000255343,2,1,2,0,1,0,0,1,4,4,0,2
ENSG00000185189,596,522,195,141,748,355,369,726,925,435,376,795
ENSG00000284142,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000285599,3,0,1,0,3,3,0,1,4,2,0,1
ENSG00000261150,14,12,52,26,55,14,8,20,138,126,28,45
ENSG00000288096,2,2,25,19,24,8,3,3,13,22,8,9
ENSG00000207574,0,2,2,1,2,2,0,0,0,2,0,3
ENSG00000178685,38,59,111,69,139,47,24,53,54,179,31,102
ENSG00000178719,831,883,329,221,1409,529,676,1203,1468,767,786,998
ENSG00000186583,4,8,7,7,6,2,4,4,4,22,11,12
ENSG00000178814,21,21,68,48,66,24,20,55,71,123,58,118
ENSG00000277888,0,0,0,1,0,0,0,0,0,0,0,0
ENSG00000284200,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000179091,147,158,109,52,268,93,132,219,363,134,214,170
ENSG00000179526,84,97,129,59,178,70,60,151,158,145,124,139
ENSG00000179698,38,48,90,62,143,62,42,54,90,140,56,103
ENSG00000235173,56,60,112,54,116,62,41,86,88,83,62,57
ENSG00000227473,8,5,12,12,6,2,5,6,8,30,16,15
ENSG00000243979,5,3,8,2,12,2,0,7,4,4,7,10
ENSG00000164938,215,188,84,68,171,68,147,300,297,135,83,281
ENSG00000253528,1,1,6,5,3,0,0,4,3,6,0,0
ENSG00000175073,802,847,174,129,904,335,662,1219,1295,310,597,702
ENSG00000201365,3,3,1,2,0,0,2,3,0,1,1,2
ENSG00000288602,2,2,2,2,0,4,2,2,2,0,2,5
ENSG00000104205,124,113,37,27,88,39,82,160,242,56,60,128
ENSG00000213005,1,0,2,0,9,0,3,6,10,2,2,7
ENSG00000178460,32,26,17,12,50,20,17,17,34,13,15,21
ENSG00000254341,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000147364,598,528,234,148,721,286,460,761,957,361,506,526
ENSG00000272293,3,4,0,0,4,1,1,2,3,2,4,12
ENSG00000279852,10,12,7,15,17,18,9,11,28,30,13,24
ENSG00000174417,42,21,38,32,24,6,12,33,18,8,12,26
ENSG00000250267,6,7,11,2,8,2,6,7,6,13,2,17
ENSG00000120533,323,340,84,49,420,153,264,504,589,116,293,304
ENSG00000254185,0,0,0,2,0,0,0,0,2,10,0,0
ENSG00000120526,215,212,75,43,251,127,234,301,233,107,155,183
ENSG00000186106,402,379,90,64,510,185,307,610,637,150,246,341
ENSG00000251013,3,3,1,1,1,2,0,8,1,5,0,4
ENSG00000174226,54,45,21,19,93,30,31,61,14,36,19,18
ENSG00000252764,0,2,2,2,2,4,0,0,2,0,12,0
ENSG00000284570,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000221527,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000202001,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000070756,1490,1510,404,223,1825,730,1180,2033,1739,701,886,2127
ENSG00000240395,4,14,2,2,15,8,11,31,20,12,8,10
ENSG00000230948,0,0,8,8,2,2,2,0,0,6,2,2
ENSG00000253754,2,2,2,2,2,1,0,2,4,0,4,4
ENSG00000243287,4,2,2,4,4,2,4,6,2,16,2,4
ENSG00000104412,592,580,106,58,607,266,501,889,959,160,342,624
ENSG00000253657,0,0,6,2,0,0,0,0,0,6,0,2
ENSG00000275078,0,0,6,3,0,0,0,0,0,0,0,1
ENSG00000169427,16,14,74,52,136,67,12,36,204,75,126,29
ENSG00000274064,1,8,16,4,8,1,0,10,11,13,4,6
ENSG00000259891,71,39,50,23,112,45,39,91,173,46,92,107
ENSG00000104472,112,112,17,27,75,32,68,112,183,54,57,136
ENSG00000104408,808,758,311,177,765,272,607,1050,941,316,388,856
ENSG00000008988,1423,1285,535,299,1723,614,1036,1829,1656,719,735,1460
ENSG00000253586,4,13,0,3,2,1,3,5,6,9,3,7
ENSG00000253829,8,8,0,0,6,0,2,10,17,4,2,6
ENSG00000169499,547,538,320,187,431,174,393,779,383,131,240,349
ENSG00000169495,6,7,10,3,5,0,4,8,0,24,2,11
ENSG00000169490,154,131,79,18,187,75,82,186,221,67,86,136
ENSG00000207199,1,2,0,0,2,0,0,2,2,0,0,1
ENSG00000197140,159,115,42,41,149,64,116,190,116,36,72,79
ENSG00000243095,1,0,36,16,7,3,0,9,4,10,0,7
ENSG00000253160,0,0,1,0,0,0,0,0,0,4,0,0
